,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Male,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65plus,Edu_Doctorate,Edu_Left_16,Edu_Left_17,Edu_Left_18,Edu_Left_Before_16,Edu_Masters,Edu_Profess_Diploma,Edu_Some_College,Country_Canada,Country_Ireland,Country_New_Zealand,Country_Other,Country_UK,Country_USA,Race_Black,Race_Mixed_Black_Asian,Race_Mixed_White_Asian,Race_Mixed_White_Black,Race_Other,Race_White
938,45.0,48.0,53.0,38.0,51.0,0.19268,0.40148,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
939,31.0,54.0,59.0,51.0,50.0,-0.21712,0.40148,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
940,51.0,34.0,50.0,46.0,33.0,0.88113,0.7654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
941,46.0,38.0,49.0,48.0,32.0,1.29221,0.7654,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
942,32.0,32.0,42.0,52.0,35.0,-0.71126,-1.54858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
943,29.0,38.0,38.0,38.0,30.0,0.88113,-0.21575,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
944,55.0,30.0,47.0,41.0,29.0,1.29221,-0.21575,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
945,40.0,40.0,29.0,41.0,47.0,-1.37983,-2.07848,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
946,51.0,27.0,46.0,44.0,30.0,0.88113,-0.52593,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
947,42.0,40.0,49.0,40.0,37.0,-0.21712,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
948,25.0,42.0,57.0,47.0,41.0,2.90161,1.92173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
949,40.0,41.0,48.0,41.0,40.0,1.86203,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
950,46.0,33.0,46.0,41.0,29.0,0.52975,0.7654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
951,49.0,34.0,44.0,42.0,36.0,-0.71126,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
952,53.0,36.0,46.0,33.0,20.0,1.86203,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
953,25.0,36.0,42.0,44.0,45.0,-0.71126,-0.84637,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
954,23.0,38.0,47.0,51.0,50.0,-0.71126,-1.18084,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
955,33.0,50.0,46.0,35.0,54.0,-0.21712,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
956,36.0,41.0,55.0,50.0,37.0,0.52975,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
957,35.0,35.0,51.0,55.0,39.0,-0.21712,-0.21575,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
958,39.0,46.0,53.0,45.0,40.0,1.86203,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
959,32.0,42.0,57.0,48.0,33.0,0.88113,0.40148,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
960,42.0,26.0,46.0,44.0,42.0,0.19268,1.2247,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
961,27.0,48.0,43.0,48.0,44.0,-0.21712,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
962,25.0,40.0,51.0,46.0,40.0,0.19268,0.40148,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
963,27.0,47.0,46.0,45.0,45.0,0.19268,1.2247,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
964,30.0,42.0,50.0,50.0,44.0,-0.71126,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
965,33.0,41.0,57.0,52.0,39.0,1.29221,1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
966,22.0,48.0,53.0,33.0,48.0,-0.21712,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
967,20.0,48.0,50.0,50.0,47.0,0.52975,0.07987,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
968,38.0,40.0,45.0,39.0,38.0,0.88113,0.7654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
969,40.0,28.0,50.0,36.0,48.0,-0.21712,0.40148,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
970,50.0,31.0,38.0,44.0,38.0,-0.71126,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
971,20.0,53.0,54.0,52.0,46.0,-0.71126,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
972,48.0,40.0,53.0,35.0,36.0,0.52975,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
973,18.0,40.0,50.0,48.0,47.0,0.52975,-0.52593,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
974,30.0,47.0,51.0,47.0,42.0,-0.21712,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
975,30.0,49.0,37.0,53.0,39.0,1.29221,1.2247,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
976,48.0,32.0,43.0,42.0,47.0,-0.71126,-0.21575,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
977,42.0,41.0,51.0,39.0,40.0,-0.71126,-0.84637,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
978,40.0,39.0,47.0,38.0,45.0,-0.21712,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
979,46.0,47.0,38.0,37.0,34.0,0.88113,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
980,42.0,39.0,57.0,31.0,49.0,0.52975,1.2247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
981,34.0,39.0,54.0,49.0,41.0,0.88113,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
982,34.0,42.0,54.0,40.0,35.0,0.52975,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
983,43.0,34.0,41.0,40.0,44.0,0.88113,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
984,52.0,44.0,49.0,34.0,25.0,1.29221,1.2247,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
985,46.0,29.0,49.0,43.0,35.0,-0.71126,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
986,28.0,40.0,47.0,36.0,40.0,1.29221,1.2247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
987,52.0,36.0,56.0,44.0,39.0,0.88113,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
988,39.0,51.0,48.0,38.0,28.0,1.86203,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
989,28.0,42.0,50.0,44.0,42.0,-0.21712,-0.21575,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
990,25.0,45.0,55.0,56.0,49.0,-0.21712,0.40148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
991,41.0,45.0,51.0,49.0,36.0,0.52975,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
992,28.0,38.0,44.0,37.0,41.0,0.52975,0.7654,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
993,28.0,46.0,43.0,46.0,47.0,0.88113,0.7654,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
994,47.0,38.0,52.0,39.0,48.0,-0.21712,0.07987,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
995,26.0,45.0,44.0,42.0,48.0,-0.21712,-0.52593,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
996,29.0,43.0,45.0,44.0,51.0,-0.71126,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
997,48.0,32.0,44.0,42.0,37.0,1.29221,0.7654,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
998,35.0,46.0,37.0,27.0,35.0,1.29221,1.92173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
999,32.0,41.0,47.0,46.0,47.0,-1.37983,-1.18084,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1000,55.0,27.0,44.0,33.0,44.0,-1.37983,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1001,53.0,23.0,38.0,40.0,17.0,-0.21712,-1.18084,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1002,44.0,29.0,33.0,43.0,29.0,1.29221,1.2247,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1003,53.0,33.0,52.0,44.0,35.0,-0.71126,-0.52593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1004,35.0,41.0,56.0,49.0,42.0,0.19268,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1005,42.0,31.0,42.0,40.0,33.0,-0.21712,-0.21575,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1006,48.0,46.0,49.0,41.0,40.0,0.52975,0.40148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1007,29.0,40.0,46.0,43.0,45.0,-2.55524,-0.52593,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1008,30.0,49.0,57.0,51.0,36.0,0.19268,1.92173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1009,53.0,31.0,49.0,38.0,31.0,0.19268,-1.18084,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1010,42.0,42.0,47.0,44.0,41.0,0.19268,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1011,28.0,53.0,52.0,46.0,37.0,1.86203,1.92173,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1012,25.0,44.0,59.0,48.0,50.0,-1.37983,0.07987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1013,18.0,55.0,57.0,44.0,52.0,0.19268,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1014,39.0,20.0,40.0,32.0,22.0,0.88113,0.07987,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1015,32.0,31.0,39.0,46.0,49.0,-0.71126,-2.07848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1016,38.0,50.0,48.0,33.0,42.0,-0.21712,0.7654,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1017,45.0,30.0,36.0,40.0,36.0,0.19268,-2.07848,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1018,37.0,33.0,53.0,30.0,47.0,-0.21712,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1019,55.0,19.0,38.0,40.0,23.0,-0.71126,-0.84637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1020,49.0,39.0,56.0,37.0,39.0,-0.21712,0.07987,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1021,29.0,38.0,53.0,36.0,23.0,1.29221,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1022,39.0,32.0,49.0,47.0,37.0,0.88113,0.07987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1023,25.0,33.0,41.0,41.0,39.0,-0.21712,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1024,37.0,42.0,49.0,37.0,42.0,0.19268,0.40148,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1025,42.0,42.0,43.0,43.0,46.0,1.29221,1.2247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1026,32.0,45.0,50.0,47.0,50.0,-0.21712,1.92173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1027,41.0,33.0,40.0,36.0,39.0,-0.21712,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1028,29.0,42.0,50.0,50.0,42.0,0.19268,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1029,38.0,30.0,45.0,36.0,31.0,1.29221,0.40148,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1030,38.0,35.0,47.0,39.0,40.0,0.19268,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1031,48.0,36.0,49.0,39.0,34.0,0.52975,1.92173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1032,41.0,43.0,57.0,43.0,38.0,0.52975,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1033,41.0,45.0,52.0,42.0,40.0,1.29221,1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1034,19.0,43.0,50.0,47.0,47.0,-1.37983,-0.84637,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1035,48.0,29.0,46.0,58.0,36.0,-0.21712,-2.07848,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1036,38.0,34.0,51.0,56.0,49.0,0.52975,1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1037,43.0,39.0,50.0,38.0,45.0,-0.71126,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1038,42.0,39.0,32.0,42.0,34.0,0.88113,0.40148,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1039,38.0,24.0,31.0,34.0,31.0,1.86203,0.7654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1040,46.0,36.0,47.0,49.0,38.0,0.88113,-0.21575,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1041,45.0,37.0,36.0,48.0,37.0,-1.37983,-0.52593,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1042,43.0,48.0,55.0,49.0,35.0,1.29221,1.2247,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1043,49.0,48.0,57.0,26.0,32.0,1.29221,1.2247,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1044,48.0,31.0,49.0,43.0,44.0,-1.37983,-1.54858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1045,23.0,55.0,49.0,38.0,46.0,0.88113,1.92173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1046,25.0,44.0,46.0,45.0,38.0,-0.21712,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1047,46.0,43.0,55.0,53.0,37.0,0.88113,0.7654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1048,22.0,39.0,51.0,30.0,44.0,0.19268,1.2247,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1049,29.0,37.0,39.0,41.0,40.0,-0.21712,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1050,48.0,36.0,35.0,30.0,26.0,1.29221,1.92173,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1051,40.0,36.0,49.0,41.0,39.0,-0.21712,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1052,28.0,48.0,56.0,39.0,46.0,0.19268,0.40148,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1053,38.0,39.0,51.0,47.0,51.0,-1.37983,-1.18084,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1054,39.0,31.0,38.0,31.0,31.0,0.19268,0.40148,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1055,43.0,32.0,37.0,40.0,39.0,0.52975,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1056,30.0,39.0,51.0,49.0,40.0,-0.71126,0.40148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1057,30.0,40.0,56.0,47.0,48.0,-1.37983,-0.52593,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1058,33.0,44.0,36.0,44.0,47.0,1.29221,0.07987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1059,48.0,52.0,56.0,42.0,38.0,1.29221,1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1060,21.0,39.0,52.0,33.0,45.0,-0.21712,0.07987,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1061,29.0,44.0,56.0,47.0,46.0,-0.21712,1.2247,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1062,13.0,43.0,54.0,50.0,33.0,0.88113,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1063,48.0,35.0,50.0,45.0,52.0,-1.37983,-1.54858,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1064,30.0,35.0,29.0,41.0,40.0,-2.55524,-1.18084,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1065,21.0,46.0,46.0,43.0,35.0,0.88113,0.07987,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1066,27.0,40.0,53.0,55.0,54.0,-1.37983,-0.21575,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1067,35.0,30.0,43.0,42.0,50.0,-0.21712,-1.18084,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1068,40.0,40.0,48.0,39.0,43.0,0.88113,0.07987,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1069,31.0,37.0,53.0,44.0,31.0,-0.21712,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1070,51.0,29.0,45.0,45.0,39.0,-0.71126,-1.54858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1071,29.0,42.0,46.0,41.0,51.0,-1.37983,-1.54858,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1072,39.0,35.0,43.0,40.0,41.0,0.19268,0.7654,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1073,27.0,36.0,51.0,51.0,40.0,-0.71126,-0.21575,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1074,40.0,40.0,39.0,44.0,41.0,-1.37983,-1.18084,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1075,53.0,26.0,57.0,37.0,44.0,0.19268,1.92173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1076,22.0,46.0,44.0,40.0,44.0,-0.21712,-1.54858,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1077,41.0,30.0,36.0,44.0,33.0,-1.37983,-1.18084,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1078,39.0,51.0,45.0,45.0,46.0,0.52975,0.7654,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1079,25.0,50.0,48.0,50.0,50.0,-0.21712,-0.21575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1080,33.0,43.0,44.0,45.0,38.0,-0.21712,-0.21575,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1081,42.0,47.0,40.0,40.0,32.0,-0.71126,-0.84637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1082,35.0,39.0,49.0,45.0,45.0,-1.37983,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1083,33.0,43.0,52.0,42.0,53.0,0.52975,0.40148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1084,34.0,39.0,50.0,46.0,46.0,-0.71126,0.40148,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1085,35.0,46.0,2.15324,41.0,44.0,-1.37983,-0.52593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1086,41.0,43.0,46.0,41.0,44.0,0.19268,-0.52593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1087,31.0,39.0,48.0,47.0,48.0,0.19268,-0.84637,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1088,26.0,49.0,47.0,50.0,40.0,-1.37983,0.7654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1089,42.0,49.0,45.0,57.0,38.0,1.29221,0.40148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1090,31.0,44.0,38.0,50.0,43.0,0.19268,-0.52593,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1091,21.0,34.0,42.0,35.0,32.0,0.19268,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1092,23.0,51.0,40.0,39.0,46.0,0.88113,0.40148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1093,31.0,46.0,47.0,43.0,48.0,0.88113,-0.21575,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1094,47.0,32.0,40.0,43.0,43.0,-0.21712,-2.07848,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1095,30.0,35.0,56.0,54.0,33.0,-0.21712,-0.52593,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1096,27.0,40.0,51.0,44.0,37.0,0.88113,0.07987,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1097,36.0,37.0,46.0,37.0,37.0,-1.37983,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
