,sqft_basement,sqft_above,sqft_living,sqft_lot,sqft_living15,sqft_lot15,bedrooms,bathrooms,floors,view,grade,condition,age,age_renovated,waterfront,renovated,sale_month_02,sale_month_03,sale_month_04,sale_month_05,sale_month_06,sale_month_07,sale_month_08,sale_month_09,sale_month_10,sale_month_11,sale_month_12
7671,0,1730,1730,9893,2120,9108,3,1.75,1.0,0,9,4,27,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7672,0,2010,2010,8072,2030,8055,3,1.75,1.0,0,8,4,41,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7673,380,1160,1540,7168,1540,7176,4,1.5,1.0,0,7,3,51,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7674,1380,3950,5330,18116,4590,16900,6,4.0,2.0,0,11,3,15,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7675,180,780,960,2700,1400,3000,2,1.0,1.0,0,6,3,111,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7676,730,730,1460,2800,1780,4560,3,2.0,1.0,0,7,4,94,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7677,800,1360,2160,7417,1880,8022,4,1.75,1.0,0,7,4,31,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7678,380,2260,2640,11957,2640,12641,3,2.75,1.5,0,9,3,36,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7679,0,2170,2170,7737,1850,8869,4,2.25,2.0,0,8,3,27,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7680,0,1530,1530,3840,1720,3985,3,2.5,2.0,0,8,3,20,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7681,300,1270,1570,7727,2440,7727,3,1.0,1.0,2,8,4,57,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7682,370,1120,1490,7435,1490,7530,3,1.0,1.0,0,7,3,45,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7683,0,1960,1960,10559,1580,7769,4,2.0,2.0,0,7,4,60,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7684,0,2190,2190,9020,2170,8400,4,2.25,2.0,0,8,3,36,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7685,0,1690,1690,4102,1830,4733,3,2.5,2.0,0,7,3,11,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7686,1140,1190,2330,10750,1830,10180,5,2.0,1.0,0,7,4,52,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7687,0,1470,1470,27000,2230,14186,3,1.75,1.0,0,7,3,56,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7688,0,2550,2550,5349,2640,5400,3,2.5,2.0,0,7,3,11,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7689,0,2130,2130,5500,1490,6000,4,2.0,1.5,0,7,5,76,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
7690,0,3650,3650,48351,2820,53143,4,2.75,1.5,0,8,4,36,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7691,920,2420,3340,70131,2760,116740,3,2.5,2.0,0,9,3,21,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7692,0,800,800,5600,1100,6000,2,1.0,1.0,0,6,5,59,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7693,0,3470,3470,9610,4130,11875,3,2.75,3.0,4,11,3,26,15,1,1,0,0,0,0,0,0,0,0,0,0,0
7694,0,1030,1030,6969,1420,6000,3,1.5,1.0,0,6,4,93,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7695,0,1630,1630,7800,1470,7800,3,2.0,1.0,0,7,5,64,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7696,0,2010,2010,7017,2450,6045,3,2.0,2.0,3,7,3,63,26,0,1,0,0,0,0,0,0,0,0,1,0,0
7697,0,1360,1360,3737,1820,4500,3,1.0,1.5,0,6,4,104,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7698,560,1480,2040,8315,2330,8940,4,2.25,1.0,0,8,4,56,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7699,0,2830,2830,10954,2470,10443,4,2.5,2.0,0,8,3,11,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7700,760,1280,2040,6750,1970,6750,3,1.5,1.0,0,7,3,64,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7701,0,1340,1340,5350,2210,5350,2,2.0,1.5,0,8,3,73,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7702,0,2130,2130,9139,2150,8178,4,2.5,2.0,0,9,3,27,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7703,1020,2900,3920,16258,2540,12131,5,4.25,2.0,0,9,3,24,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7704,0,2415,2415,2186,2660,2165,3,2.5,2.0,1,9,3,34,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7705,0,3750,3750,12077,3120,7255,5,2.75,2.0,4,10,3,10,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7706,0,1010,1010,7500,1230,7500,3,1.0,1.0,0,7,4,39,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7707,0,990,990,5850,840,6110,2,1.75,1.0,0,6,4,72,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7708,0,1200,1200,5773,1530,4576,2,1.5,2.0,0,7,3,29,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7709,0,1060,1060,16988,2320,10580,2,1.0,1.0,0,6,3,60,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7710,0,3200,3200,6473,2480,6140,4,2.5,2.0,0,7,3,9,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7711,800,1010,1810,10360,1810,10360,2,1.0,1.0,0,6,3,69,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7712,0,1670,1670,24650,1810,19465,3,1.75,1.0,0,7,4,41,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7713,0,1850,1850,16960,2470,13761,3,2.75,1.0,2,8,4,61,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7714,0,1100,1100,5000,1020,5000,3,1.0,1.0,0,7,3,54,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7715,830,830,1660,6250,1660,5750,3,1.75,1.0,0,7,3,34,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7716,1000,1400,2400,7500,1980,7500,6,1.75,1.5,0,7,3,40,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7717,1010,1890,2900,12160,2590,12160,5,3.25,1.0,0,8,4,47,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7718,670,1470,2140,10350,1980,8400,1,2.25,1.0,0,7,3,38,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7719,730,1940,2670,5100,1470,4080,4,2.5,2.0,0,8,3,85,4,0,1,0,0,0,0,0,0,1,0,0,0,0
7720,0,1090,1090,3264,1090,3330,3,1.0,1.0,0,6,4,45,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7721,0,1970,1970,12205,2640,9636,3,2.5,2.0,0,8,4,24,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7722,270,980,1250,1178,1270,1242,2,2.0,2.0,0,7,3,19,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7723,350,3690,4040,11350,3770,12382,4,2.5,2.0,2,10,4,31,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7724,0,3220,3220,38448,3090,38448,4,2.5,2.0,0,10,3,21,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7725,500,810,1310,2814,1300,1344,2,1.0,1.0,0,6,3,71,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7726,760,1300,2060,8400,1990,7383,4,2.25,1.0,0,7,3,54,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7727,280,1470,1750,1572,2410,3050,3,2.25,2.5,0,9,3,9,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7728,0,1150,1150,9186,1390,10690,2,1.0,1.0,0,7,3,68,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7729,0,2050,2050,4976,2050,5153,3,2.5,2.0,0,8,3,21,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
7730,0,3230,3230,7639,3230,7772,3,3.25,2.0,0,10,3,15,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7731,1230,2940,4170,4322,2970,4922,4,3.5,2.0,0,9,3,9,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7732,720,1220,1940,3430,1830,4120,5,1.5,1.5,0,6,4,89,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7733,700,1690,2390,4000,2350,4000,3,1.5,1.5,0,9,3,78,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7734,0,1440,1440,27505,2430,16400,3,1.0,1.0,0,8,3,64,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7735,0,2230,2230,6487,2230,6882,4,2.5,2.0,0,7,3,11,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7736,0,1210,1210,1420,1190,1407,3,2.5,3.0,0,8,3,6,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7737,0,750,750,6553,1140,7500,2,2.0,1.5,2,7,3,70,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
7738,0,1770,1770,7345,1580,7345,4,1.0,1.5,0,7,3,49,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7739,0,1020,1020,55756,1490,12745,3,1.0,1.0,0,7,3,54,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7740,0,2050,2050,9000,2910,8856,3,2.0,1.0,0,7,4,63,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7741,520,1480,2000,21780,2000,45738,3,1.0,1.0,0,8,3,37,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7742,1090,1090,2180,7200,2180,7140,3,1.75,1.0,3,8,4,60,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7743,0,920,920,4429,1320,7860,3,1.0,1.0,0,7,3,62,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7744,0,3440,3440,14237,3250,18365,4,2.25,2.0,0,9,3,32,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7745,0,1610,1610,15005,1610,15479,3,2.0,1.0,0,7,4,28,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7746,400,1470,1870,15685,1340,7620,3,1.5,1.0,0,7,3,79,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7747,110,1000,1110,6800,1410,6963,2,1.0,1.0,0,7,5,67,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7748,930,1270,2200,8036,1850,7563,3,1.75,1.0,0,7,3,36,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7749,0,790,790,5120,1250,5120,2,1.0,1.0,0,6,3,65,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7750,0,1630,1630,9282,1420,9282,3,1.5,1.0,0,7,4,51,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7751,880,1220,2100,67269,1610,15999,3,1.5,1.0,0,7,4,65,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7752,480,2210,2690,5400,1620,5400,4,2.75,2.0,0,7,3,75,6,0,1,0,1,0,0,0,0,0,0,0,0,0
7753,0,600,600,4854,1470,5000,2,1.0,1.0,0,6,5,92,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7754,0,810,810,9882,950,7200,2,1.0,1.0,0,6,3,70,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7755,0,1660,1660,3190,2200,3240,3,1.5,1.5,0,7,3,96,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7756,680,1200,1880,8494,1290,9128,3,2.0,1.0,0,7,4,47,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7757,0,2310,2310,68824,2020,39900,4,1.5,2.0,0,7,4,46,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7758,0,2650,2650,34000,1960,34000,4,1.5,2.0,0,7,4,85,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7759,0,3130,3130,12381,3250,10049,4,3.0,2.0,0,9,3,20,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7760,0,860,860,10400,1390,9086,2,1.0,1.0,0,6,4,31,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7761,0,990,990,9950,1370,9260,3,1.0,1.0,0,7,5,53,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7762,0,4030,4030,1024068,1830,11700,4,3.5,2.0,0,10,3,9,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7763,210,1570,1780,1429,1470,1799,3,2.25,3.0,0,8,3,7,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7764,740,740,1480,6075,1230,6053,2,2.0,1.0,0,7,5,95,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7765,0,1140,1140,5258,1140,5280,3,1.0,1.5,0,6,3,103,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7766,0,1230,1230,7500,1260,7800,3,1.5,1.0,0,7,3,52,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7767,0,3080,3080,10646,2740,9994,4,2.5,2.0,0,9,3,21,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7768,0,1990,1990,8034,2580,8034,4,2.5,2.0,0,10,4,25,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7769,0,700,700,5621,1020,5621,1,1.0,1.0,0,6,4,69,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7770,380,1320,1700,1156,1710,1686,3,2.5,2.0,2,9,3,12,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7771,0,860,860,9000,990,9975,2,1.0,1.0,0,6,4,72,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7772,1000,2160,3160,24437,3990,11977,3,2.5,1.0,3,11,3,23,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7773,660,1840,2500,30056,2500,30000,3,2.0,1.0,0,8,5,61,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7774,0,3000,3000,9460,3000,8450,4,2.5,2.0,0,9,3,13,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7775,0,1670,1670,8195,1980,7500,2,1.0,1.0,0,7,3,61,40,0,1,0,1,0,0,0,0,0,0,0,0,0
7776,0,690,690,6400,1000,6400,2,1.0,1.0,0,6,3,72,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7777,440,800,1240,3867,1150,7733,4,2.75,1.0,0,7,3,27,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7778,0,900,900,5000,1150,5000,2,1.0,1.0,0,6,5,85,25,0,1,1,0,0,0,0,0,0,0,0,0,0
7779,800,1400,2200,8100,1520,8100,4,1.75,1.5,0,6,5,72,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7780,0,960,960,223898,1830,230868,2,1.0,1.0,0,6,3,29,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7781,830,1300,2130,6222,2130,6222,5,2.75,1.0,0,7,3,23,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7782,0,2020,2020,8800,2320,8000,4,1.75,1.0,0,8,4,45,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7783,0,1060,1060,7350,1060,7350,3,1.0,1.0,0,7,4,55,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7784,100,1130,1230,6600,1260,5060,2,1.0,1.0,0,7,3,108,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7785,0,2510,2510,12013,1870,8017,3,2.25,2.0,0,8,3,26,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7786,0,2510,2510,12013,1870,8017,3,2.25,2.0,0,8,3,27,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7787,1190,1530,2720,5000,1210,5000,5,2.5,1.5,0,7,4,75,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7788,0,1070,1070,8886,1730,9461,3,1.5,1.0,0,7,4,31,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7789,0,3580,3580,43093,2070,43093,4,3.25,1.0,0,8,4,25,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7790,0,2230,2230,8500,2270,8770,4,2.5,2.0,0,8,3,20,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7791,700,1800,2500,10890,2500,7467,4,2.25,1.0,0,7,5,36,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7792,0,1670,1670,4600,1820,4600,4,1.0,1.5,0,8,5,108,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7793,0,2150,2150,9070,2230,8995,4,2.5,2.0,0,8,4,29,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7794,0,2020,2020,4183,2030,4140,3,2.5,2.0,0,7,3,2,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7795,0,2230,2230,5750,1900,8238,3,2.5,2.0,0,9,3,11,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7796,0,740,740,6300,740,6300,2,1.0,1.0,0,6,3,73,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7797,0,2020,2020,9583,1770,8625,4,1.5,2.0,0,7,4,52,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7798,0,1730,1730,4065,1730,4094,3,2.5,2.0,0,8,3,18,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7799,0,1370,1370,8280,1850,7820,3,1.75,1.0,0,7,4,34,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7800,0,1210,1210,6380,1340,6380,4,1.0,1.5,0,7,3,78,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7801,0,2160,2160,2323,1750,4650,5,3.5,3.0,0,9,3,8,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7802,0,1550,1550,6022,1650,5627,3,2.25,2.0,0,8,3,25,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7803,200,970,1170,6000,2130,6002,2,1.0,1.0,0,7,4,73,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7804,0,2020,2020,215622,1810,215622,3,1.75,2.0,0,7,4,40,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7805,500,1240,1740,8625,1980,8625,3,1.75,1.0,0,7,4,37,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7806,1010,2090,3100,3900,2110,3900,4,3.25,2.0,2,9,5,91,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7807,450,1140,1590,24330,1000,16228,4,1.0,1.5,0,6,3,72,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7808,0,2400,2400,10126,2250,3946,5,3.0,2.0,3,8,3,34,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7809,0,2290,2290,9142,1770,8035,3,2.5,1.0,0,8,3,42,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7810,0,1610,1610,7392,1450,7392,3,1.75,1.0,0,7,4,50,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7811,750,1490,2240,9934,2640,11622,4,2.5,1.0,0,8,4,47,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7812,0,850,850,6370,850,5170,2,1.0,1.0,0,6,3,64,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
7813,0,920,920,1458,1110,1598,2,1.5,2.0,0,7,3,20,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
7814,1260,1330,2590,6180,1560,6180,5,3.25,1.0,0,7,3,54,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7815,0,1340,1340,7260,1210,7260,3,1.0,1.5,0,6,3,70,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7816,1000,1420,2420,11201,3170,9385,4,2.75,1.0,1,8,3,67,16,0,1,0,0,1,0,0,0,0,0,0,0,0
7817,500,920,1420,4305,1420,4305,2,1.0,1.0,0,7,4,73,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7818,0,1360,1360,6000,1710,6000,4,1.0,1.5,0,7,3,97,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7819,500,1010,1510,6200,1710,8623,3,1.0,1.0,0,6,3,60,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7820,320,2330,2650,25248,3020,23135,4,2.5,1.0,2,9,3,60,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7821,400,1720,2120,4000,1760,4000,4,2.0,1.5,0,7,4,87,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7822,0,1200,1200,7200,1200,7420,3,1.0,1.0,0,6,3,37,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7823,980,2210,3190,11375,1100,8500,4,2.5,1.0,0,8,5,68,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7824,0,1050,1050,4160,1580,3680,3,1.0,1.0,0,7,4,89,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7825,0,1300,1300,22605,2250,10215,3,2.0,1.0,0,7,3,17,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7826,0,3970,3970,263538,3970,194676,3,2.5,1.5,0,9,3,24,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7827,1190,1800,2990,7500,2800,9860,5,2.5,1.0,2,9,3,42,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7828,800,1640,2440,7042,2170,7900,4,2.75,1.5,2,7,4,73,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7829,0,1170,1170,5400,1100,5400,4,1.0,1.0,0,6,5,61,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7830,0,2270,2270,18450,2150,18450,4,2.0,1.0,0,7,3,54,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7831,0,1280,1280,5525,1330,5286,3,1.5,1.0,0,7,3,52,9999,0,0,0,0,0,0,0,0,0,0,0,1,0
7832,0,1950,1950,3225,1980,3225,4,2.5,2.0,0,7,3,12,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7833,760,1170,1930,3840,1610,3840,4,2.75,1.0,0,7,3,17,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7834,800,1170,1970,7213,1980,7045,4,2.75,1.0,0,8,3,37,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7835,820,1000,1820,3120,1600,5001,4,3.0,1.0,0,7,3,17,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7836,0,950,950,4080,1120,4080,2,1.0,1.0,0,7,4,90,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7837,1920,2090,4010,16200,3560,16200,6,3.5,1.0,0,8,3,59,24,0,1,0,0,0,0,0,0,0,0,0,1,0
7838,2330,2230,4560,16643,4060,15177,4,3.5,1.0,3,12,3,19,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7839,2330,2230,4560,16643,4060,15177,4,3.5,1.0,3,12,3,19,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7840,0,1150,1150,8924,1492,8924,3,1.0,1.0,0,6,3,72,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,0,1150,1150,8924,1492,8924,3,1.0,1.0,0,6,3,72,9999,0,0,0,0,1,0,0,0,0,0,0,0,0
7842,0,910,910,5800,1400,6766,3,1.0,1.5,0,5,4,114,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7843,1060,1830,2890,7500,1880,7500,6,2.75,1.0,0,8,4,38,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7844,0,1070,1070,6678,1680,7788,2,1.0,1.0,0,7,4,63,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7845,470,1580,2050,3320,1760,4150,3,2.75,1.5,0,7,4,87,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7846,0,1040,1040,3500,1340,1213,2,1.5,1.5,0,6,4,110,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7847,370,2950,3320,8587,1860,5668,4,3.25,3.0,0,11,3,6,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7848,0,740,740,6180,1330,4635,2,1.0,1.0,0,6,3,66,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7849,1690,1690,3380,90968,3380,42740,4,2.0,1.0,0,9,4,35,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7850,300,910,1210,4141,1310,4141,2,1.75,1.0,0,7,4,72,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7851,0,2480,2480,6031,1850,7704,3,2.5,2.0,0,8,3,13,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7852,680,1330,2010,6000,2080,8260,3,2.25,1.0,0,8,3,39,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7853,1480,1750,3230,5000,1730,4000,4,3.25,1.5,0,7,4,99,9999,0,0,0,1,0,0,0,0,0,0,0,0,0
7854,0,1170,1170,1394,1250,3136,2,2.5,2.0,0,8,3,13,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7855,0,1250,1250,9126,1440,10620,3,1.0,1.0,0,7,3,45,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7856,530,1540,2070,49658,2620,35160,3,2.5,1.0,0,8,4,34,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7857,0,1050,1050,3088,1890,2772,2,1.0,1.0,0,7,3,9,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7858,0,1400,1400,7800,1400,7800,3,1.0,1.0,0,7,3,52,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7859,0,1120,1120,12500,2380,10000,3,1.0,1.0,0,7,4,38,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
7860,0,3150,3150,5886,2650,5886,4,2.5,2.0,0,8,3,0,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7861,340,4200,4540,19767,3990,12881,4,3.5,2.0,0,11,3,16,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7862,0,1400,1400,8821,1450,8721,3,2.0,1.0,0,7,3,23,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7863,0,2500,2500,4950,2500,4950,4,2.75,2.0,0,8,3,4,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7864,0,1390,1390,2153,1100,2617,3,1.5,2.0,0,7,3,13,9999,0,0,0,0,0,0,0,1,0,0,0,0,0
7865,850,2310,3160,37200,3130,20000,4,2.75,2.0,3,8,3,75,9999,0,0,0,0,0,0,0,0,1,0,0,0,0
7866,0,1310,1310,8065,1420,8100,3,1.75,1.0,0,6,4,66,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7867,790,950,1740,3622,1270,3800,2,1.0,1.0,0,7,4,90,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7868,0,1490,1490,1709,1364,1709,3,2.5,3.0,0,8,3,10,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7869,0,1300,1300,6515,1640,6009,2,2.0,1.0,0,8,3,9,9999,0,0,0,0,0,0,0,0,0,0,1,0,0
7870,120,1340,1460,3840,990,4200,4,1.0,1.5,0,8,3,87,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7871,0,1030,1030,6621,1420,6631,4,1.0,1.0,0,6,4,59,9999,0,0,0,0,0,0,0,0,0,0,0,0,1
7872,0,1970,1970,7500,1950,8220,3,2.5,2.0,0,8,3,26,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7873,0,790,790,7275,850,7399,2,1.0,1.0,0,6,4,70,9999,0,0,0,0,0,0,0,0,0,1,0,0,0
7874,470,3330,3800,33825,3470,14484,3,2.25,1.0,0,10,4,38,9999,0,0,0,0,0,0,1,0,0,0,0,0,0
7875,0,2168,2168,12616,2168,9750,3,2.0,2.0,1,7,4,65,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7876,0,4140,4140,13392,4140,11529,4,3.5,2.0,0,11,3,14,9999,0,0,0,0,0,1,0,0,0,0,0,0,0
7877,880,1560,2440,7797,2090,8100,4,2.5,1.0,0,8,3,50,9999,0,0,1,0,0,0,0,0,0,0,0,0,0
